"","Sample_Number","Year","Month","Date","Site","Number_of_Samples","Sample_Replicate","Wet_Weight","Dry_Weight","Ratio_Dry_to_Wet","Analytical_Dry_Weight","Carbon_%","Hydrogen_%","Nitrogen_%","Carbon_Nitrogen_Ratio","Notes"
"1192",590,2018,11,2018-11-01,"AQUE",15,2,5.58,0.56,0.100358423,2339,35.35,4.22,1.24,28.5,""
"1193",591,2018,11,2018-11-02,"ABUR",15,1,7.39,0.96,0.129905277,2777,31.05,3.77,1.22,25.5,""
"1194",591,2018,11,2018-11-02,"ABUR",15,2,7.39,0.96,0.129905277,2384,30.77,4.04,1.1,27.9,""
"1195",592,2018,11,2018-11-02,"MOHK",15,1,5.4,0.71,0.131481481,2485,31,3.95,1.59,19.5,""
"1196",592,2018,11,2018-11-02,"MOHK",15,2,5.4,0.71,0.131481481,2759,31.08,3.83,1.54,20.2,""
"1197",593,2018,12,2018-12-04,"AQUE",15,1,5.75,0.74,0.128695652,2476,29.11,3.76,1.96,14.8,""
"1198",593,2018,12,2018-12-04,"AQUE",15,2,5.75,0.74,0.128695652,2031,29.35,3.83,2.07,14.1,""
"1199",594,2018,12,2018-12-11,"ABUR",15,1,7.5,0.64,0.085333333,2087,31.61,3.94,1.5,21.1,""
"1200",594,2018,12,2018-12-11,"ABUR",15,2,7.5,0.64,0.085333333,2890,32.21,3.78,1.42,22.7,""
"1201",595,2018,12,2018-12-11,"MOHK",15,1,5.83,0.51,0.087478559,2259,34.44,4.31,2.07,16.6,""
"1202",595,2018,12,2018-12-11,"MOHK",15,2,5.83,0.51,0.087478559,2337,35.67,5.07,1.99,18,""
"1203",596,2019,1,2019-01-03,"AQUE",15,1,5.61,0.6,0.106951872,2739,34.6,6.15,1.46,23.7,""
"1204",596,2019,1,2019-01-03,"AQUE",15,2,5.61,0.6,0.106951872,2435,34.45,6.77,1.56,22.1,""
"1205",597,2019,1,2019-01-04,"MOHK",15,1,7.32,0.43,0.058743169,2259,35.33,6.57,1.62,21.8,""
"1206",597,2019,1,2019-01-04,"MOHK",15,2,7.32,0.43,0.058743169,2282,35,6.37,1.73,20.2,""
"1207",598,2019,1,2019-01-04,"ABUR",15,1,6.75,0.43,0.063703704,2854,35.33,6.57,1.62,21.8,""
"1208",598,2019,1,2019-01-04,"ABUR",15,2,6.75,0.43,0.063703704,2313,35.77,7,1.6,22.3,""
"1209",599,2019,2,2019-02-07,"ABUR",15,1,6.18,0.92,0.148867314,2049,35.98,6.02,2.32,15.49,""
"1210",599,2019,2,2019-02-07,"ABUR",15,2,6.18,0.92,0.148867314,2313,36.44,6.19,2.28,15.95,""
"1211",600,2019,2,2019-02-07,"MOHK",15,1,6.31,0.55,0.087163233,2077,30.29,5.1,2.19,13.81,""
"1212",600,2019,2,2019-02-07,"MOHK",15,2,6.31,0.55,0.087163233,2122,31.39,5.02,2.21,14.22,""
"1213",601,2019,2,2019-02-08,"AQUE",15,1,6.95,0.5,0.071942446,2049,36.09,6.15,2.6,13.86,""
"1214",601,2019,2,2019-02-08,"AQUE",15,2,6.95,0.5,0.071942446,2168,36.91,6.47,2.63,14.03,""
"1215",602,2019,3,2019-03-04,"ABUR",15,1,7.45,0.82,0.110067114,2074,29.42,4.26,2.28,12.91,""
"1216",602,2019,3,2019-03-04,"ABUR",15,2,7.45,0.82,0.110067114,2056,28.81,4.91,2.27,12.67,""
"1217",603,2019,3,2019-03-04,"MOHK",15,1,7.32,0.76,0.103825137,2604,27.79,4.74,1.82,15.27,""
"1218",603,2019,3,2019-03-04,"MOHK",15,2,7.32,0.76,0.103825137,2349,27.65,4.88,1.81,15.3,""
"1219",604,2019,3,2019-03-05,"AQUE",15,1,7.18,0.7,0.097493036,2612,34.14,5.95,2.51,13.58,""
"1220",604,2019,3,2019-03-05,"AQUE",15,2,7.18,0.7,0.097493036,2343,33.68,6.13,2.54,13.28,""
"1221",605,2019,4,2019-04-01,"MOHK",15,1,5.84,0.35,0.059931507,2032,37.27,5.43,2.99,12.48,""
"1222",605,2019,4,2019-04-01,"MOHK",15,2,5.84,0.35,0.059931507,2265,37.46,5.49,3.03,12.35,""
"1223",606,2019,4,2019-04-01,"ABUR",15,1,6.62,0.54,0.081570997,2087,36.48,5.76,2.43,15.04,""
"1224",606,2019,4,2019-04-01,"ABUR",15,2,6.62,0.54,0.081570997,2040,36.18,5.79,2.46,14.7,""
"1225",607,2019,4,2019-04-04,"AQUE",15,1,6.98,0.53,0.075931232,2110,34.84,5.49,3.16,11.01,""
"1226",607,2019,4,2019-04-04,"AQUE",15,2,6.98,0.53,0.075931232,2078,36.67,5.69,3.31,11.09,""
"1227",609,2019,5,2019-05-02,"AQUE",15,1,7.19,0.72,0.100139082,2220,31.56,5.08,3.3,9.57,""
"1228",609,2019,5,2019-05-02,"AQUE",15,2,7.19,0.72,0.100139082,2762,32.1,4.97,3.38,9.5,""
"1229",610,2019,5,2019-05-03,"MOHK",15,1,7.38,0.75,0.101626016,2465,32.6,5.42,2.22,14.69,""
"1230",610,2019,5,2019-05-03,"MOHK",15,2,7.38,0.75,0.101626016,2850,35.36,5.67,2.49,14.2,""
"1231",611,2019,5,2019-05-03,"ABUR",15,1,6.99,0.64,0.091559371,2064,33.19,5.59,2.17,15.29,""
"1232",611,2019,5,2019-05-03,"ABUR",15,2,6.99,0.64,0.091559371,2226,33,5.37,2.14,15.44,""
"1233",612,2019,6,2019-06-04,"ABUR",15,1,7.37,0.82,0.111261872,2775,32.3,4,2.51,12.84,""
"1234",612,2019,6,2019-06-04,"ABUR",15,2,7.37,0.82,0.111261872,2050,30.91,4.91,2.4,12.89,""
"1235",613,2019,6,2019-06-04,"MOHK",15,1,7.27,0.72,0.099037139,2651,33.36,4.81,3.23,10.31,""
"1236",613,2019,6,2019-06-04,"MOHK",15,2,7.27,0.72,0.099037139,2240,32.42,4.99,3.19,10.18,""
"1237",614,2019,6,2019-06-06,"AQUE",15,1,9.65,1.12,0.116062176,2403,35.05,5.3,3.23,10.84,""
"1238",614,2019,6,2019-06-06,"AQUE",15,2,9.65,1.12,0.116062176,2539,34.84,5.19,3.19,10.93,""
"1239",615,2019,7,2019-07-02,"AQUE",15,1,10.99,1.34,0.121929026,2569,29.91,4.65,1.34,22.35,""
"1240",615,2019,7,2019-07-02,"AQUE",15,2,10.99,1.34,0.121929026,2531,30.72,4.77,1.37,22.37,""
"1241",616,2019,7,2019-07-08,"ABUR",15,1,6.13,0.67,0.109298532,2216,33.59,5.3,1.25,26.82,""
"1242",616,2019,7,2019-07-08,"ABUR",15,2,6.13,0.67,0.109298532,2039,33.55,5.24,1.27,26.5,""
"1243",617,2019,7,2019-07-10,"MOHK",15,1,7.27,0.95,0.130674003,2652,33.78,5.14,1.15,29.38,""
"1244",617,2019,7,2019-07-10,"MOHK",15,2,7.27,0.95,0.130674003,2462,33.73,5.3,1.14,29.64,""
"1245",618,2019,8,2019-08-02,"ABUR",15,1,4.68,0.48,0.102564103,2642,35.88,4.34,0.91,39.29,""
"1246",618,2019,8,2019-08-02,"ABUR",15,2,4.68,0.48,0.102564103,2728,35.87,4.79,0.87,41.23,""
"1247",619,2019,8,2019-08-05,"AQUE",15,1,6.86,1.09,0.158892128,3488,33.86,4.64,0.99,34.2,""
"1248",619,2019,8,2019-08-05,"AQUE",15,2,6.86,1.09,0.158892128,3580,33.87,4.91,0.97,34.98,""
"1249",620,2019,8,2019-08-09,"MOHK",15,1,5.02,0.39,0.08,2441,36.29,5.58,1.78,20.38,""
"1250",620,2019,8,2019-08-09,"MOHK",15,2,5.02,0.39,0.08,3026,36.09,4.84,1.73,20.85,""
"1251",621,2019,9,2019-09-06,"AQUE",15,1,7.42,2.79,0.376010782,3167,30.99,4.62,2.16,14.32,"dry_wet ratio very large, possible processing error"
"1252",621,2019,9,2019-09-06,"AQUE",15,2,7.42,2.79,0.376010782,2398,31.08,5.18,2.11,14.75,"dry_wet ratio very large, possible processing error"
"1253",622,2019,9,2019-09-12,"MOHK",15,1,7.33,2.59,0.353342428,3357,28.72,3.92,1.32,21.72,"dry_wet ratio very large, possible processing error"
"1254",622,2019,9,2019-09-12,"MOHK",15,2,7.33,2.59,0.353342428,3407,28.66,4.01,1.23,23.32,"dry_wet ratio very large, possible processing error"
"1255",623,2019,9,2019-09-12,"ABUR",15,1,8.65,2.52,0.29,3876,27.26,3.75,1.15,23.66,"dry_wet ratio very large, possible processing error"
"1256",623,2019,9,2019-09-12,"ABUR",15,2,8.65,2.52,0.29,3295,26.79,3.99,1.15,23.39,"dry_wet ratio very large, possible processing error"
"1257",624,2019,10,2019-10-02,"MOHK",15,1,5.31,0.42,0.079,2496,36.77,5.14,2.66,13.82,""
"1258",624,2019,10,2019-10-02,"MOHK",15,2,5.31,0.42,0.079,2959,37.19,4.82,2.53,14.69,""
"1259",625,2019,10,2019-10-03,"AQUE",15,1,7.6,0.95,0.125,3474,31.16,4.39,2.01,15.47,""
"1260",625,2019,10,2019-10-03,"AQUE",15,2,7.6,0.95,0.125,3851,31.01,4.21,1.91,16.26,""
"1261",626,2019,10,2019-10-04,"ABUR",15,1,3.4,0.23,0.067647059,2781,37.97,4.63,1.87,20.33,""
"1262",626,2019,10,2019-10-04,"ABUR",15,2,3.4,0.23,0.067647059,2740,38.2,5.53,1.89,20.25,""
"1263",627,2019,11,2019-11-01,"ABUR",15,1,4.56,0.47,0.103070175,2102,31.01,4.14,1.07,29.11,""
"1264",627,2019,11,2019-11-01,"ABUR",15,2,4.56,0.47,0.103070175,2157,31.03,4.5,1.08,28.7,""
"1265",628,2019,11,2019-11-04,"AQUE",15,1,4.73,0.4,0.084566596,2598,37.25,5.05,1.61,23.27,""
"1266",628,2019,11,2019-11-04,"AQUE",15,2,4.73,0.4,0.084566596,2144,37.24,5.28,1.6,23.27,""
"1267",629,2019,11,2019-11-06,"MOHK",15,1,6.9,0.65,0.094202899,2214,32.79,4.66,1.94,16.91,""
"1268",629,2019,11,2019-11-06,"MOHK",15,2,6.9,0.65,0.094202899,2901,32.64,4.52,1.9,17.18,""
"1269",630,2019,12,2019-12-03,"AQUE",15,1,5.85,0.41,0.07008547,2242,42.82,5.08,2.2,19.42,""
"1270",630,2019,12,2019-12-03,"AQUE",15,2,5.85,0.41,0.07008547,1894,42.56,5.09,2.2,19.31,""
"1271",631,2019,12,2019-12-05,"ABUR",15,1,3.51,0.17,0.048433048,2966,42.84,5.14,2.49,17.19,""
"1272",631,2019,12,2019-12-05,"ABUR",15,2,3.51,0.17,0.048433048,2436,42.87,4.56,2.57,16.7,""
"1273",632,2019,12,2019-12-06,"MOHK",15,1,4.35,0.46,0.105747126,2266,29.14,4.06,1.94,15.01,""
"1274",632,2019,12,2019-12-06,"MOHK",15,2,4.35,0.46,0.105747126,3023,29.47,3.9,1.92,15.38,""
"1275",633,2020,1,2020-01-07,"AQUE",15,1,6.17,0.4,0.064829822,2713,39.98,5.12,2.3,17.42,""
"1276",633,2020,1,2020-01-07,"AQUE",15,2,6.17,0.4,0.064829822,2232,40.02,5.27,2.23,17.98,""
"1277",634,2020,1,2020-01-14,"ABUR",15,1,5.72,0.53,0.092657343,2900,33.04,4.75,1.21,27.29,""
"1278",634,2020,1,2020-01-14,"ABUR",15,2,5.72,0.53,0.092657343,2250,35.73,4.93,1.42,25.17,""
"1279",635,2020,1,2020-01-14,"MOHK",15,1,6.53,0.6,0.091883614,2665,33.32,4.85,1.32,25.16,""
"1280",635,2020,1,2020-01-14,"MOHK",15,2,6.53,0.6,0.091883614,2345,33.43,5.53,1.34,25.04,""
"1281",636,2020,2,2020-02-04,"MOHK",15,1,6.97,0.7,0.100430416,2590,30.6,4.32,1.4,21.84,""
"1282",636,2020,2,2020-02-04,"MOHK",15,2,6.97,0.7,0.100430416,2796,31.5,4.71,1.38,22.78,""
"1283",637,2020,2,2020-02-06,"ABUR",15,1,7.44,0.94,0.126344086,2696,30.83,4.89,0.84,36.48,""
"1284",637,2020,2,2020-02-06,"ABUR",15,2,7.44,0.94,0.126344086,2482,32.7,5.11,0.86,38.06,""
"1285",638,2020,2,2020-02-06,"AQUE",15,1,7.88,0.42,0.053299492,2270,39.93,5.55,2.79,14.32,""
"1286",638,2020,2,2020-02-06,"AQUE",15,2,7.88,0.42,0.053299492,2026,38.21,5.33,2.73,14.02,""
"1287",639,2020,3,2020-03-02,"ABUR",15,1,6.19,0.48,0.077544426,3004,39.55,5.48,1.01,39.35,""
"1288",639,2020,3,2020-03-02,"ABUR",15,2,6.19,0.48,0.077544426,2680,38.77,5.27,1.03,37.54,""
"1289",640,2020,3,2020-03-03,"AQUE",15,1,4.88,0.43,0.088114754,2189,29.14,4.5,1.24,23.5,""
"1290",640,2020,3,2020-03-03,"AQUE",15,2,4.88,0.43,0.088114754,2543,28.35,4.32,1.18,23.98,""
"1291",641,2020,3,2020-03-05,"MOHK",15,1,7.01,0.84,0.11982882,3433,29.26,4.07,1.05,27.98,""
"1292",641,2020,3,2020-03-05,"MOHK",15,2,7.01,0.84,0.11982882,3012,28.87,4.48,0.097,29.71,""
"1293",642,2020,7,2020-07-08,"MOHK",15,1,9.38,0.99,0.105544,2500,29.08,4.15,2.32,12.55,""
"1294",642,2020,7,2020-07-08,"MOHK",15,2,9.38,0.99,0.105544,2193,27.17,4.42,2.3,11.8,""
"1295",643,2020,7,2020-07-10,"AQUE",15,1,8.78,1.03,0.117312,2089,29.3,4.83,2.84,10.33,""
"1296",643,2020,7,2020-07-10,"AQUE",15,2,8.78,1.03,0.117312,2220,29.83,4.94,2.81,10.63,""
"1297",644,2020,7,2020-07-13,"ABUR",15,1,6.69,0.82,0.122571,2613,30.27,5.06,0.95,31.81,""
"1298",644,2020,7,2020-07-13,"ABUR",15,2,6.69,0.82,0.122571,2537,30.66,5.25,1.12,27.46,""
"1299",645,2020,8,2020-08-04,"MOHK",15,1,11.08,2.16,0.194946,2764,31.59,5.25,1.35,23.48,""
"1300",645,2020,8,2020-08-04,"MOHK",15,2,11.08,2.16,0.194946,2841,29.87,4.93,1.42,21.02,""
"1301",646,2020,8,2020-08-06,"ABUR",15,1,5.22,0.77,0.14751,2487,33.24,5.84,1.55,21.42,""
"1302",646,2020,8,2020-08-06,"ABUR",15,2,5.22,0.77,0.14751,2901,32.79,5.67,1.5,21.89,""
"1303",647,2020,8,2020-08-07,"AQUE",15,1,10.9,1.29,0.118349,2524,26.82,4.52,1.72,15.62,""
"1304",647,2020,8,2020-08-07,"AQUE",15,2,10.9,1.29,0.118349,3005,26.78,4.23,1.73,15.46,""
"1305",648,2020,9,2020-09-01,"AQUE",15,1,9.79,1.33,0.135853,2786,30.04,4.96,1.66,18.08,""
"1306",648,2020,9,2020-09-01,"AQUE",15,2,9.79,1.33,0.135853,2295,30.37,5.15,1.66,18.3,""
"1307",649,2020,9,2020-09-02,"MOHK",15,1,10.74,1.4,0.130354,2367,28.57,4.66,1.96,14.61,""
"1308",649,2020,9,2020-09-02,"MOHK",15,2,10.74,1.4,0.130354,2002,28.3,4.65,1.82,15.5,""
"1309",650,2020,9,2020-09-02,"ABUR",15,1,6.17,0.7,0.113452,2328,30.24,4.79,1.06,28.55,""
"1310",650,2020,9,2020-09-02,"ABUR",15,2,6.17,0.7,0.113452,2105,29.77,5.34,0.95,31.4,""
"1311",651,2020,10,2020-10-05,"MOHK",15,1,8.78,1.14,0.129841,2196,27.86,4.48,1.51,18.39,""
"1312",651,2020,10,2020-10-05,"MOHK",15,2,8.78,1.14,0.129841,2411,28.62,4.58,1.36,20.99,""
"1313",652,2020,10,2020-10-05,"ABUR",15,1,5.35,0.72,0.134579,2624,31.2,5.5,1.2,25.93,""
"1314",652,2020,10,2020-10-05,"ABUR",15,2,5.35,0.72,0.134579,2267,31.13,5.7,1.2,25.88,""
"1315",653,2020,10,2020-10-06,"AQUE",15,1,6.59,0.75,0.113809,2088,27.37,4.69,1.7,16.1,""
"1316",653,2020,10,2020-10-06,"AQUE",15,2,6.59,0.75,0.113809,2115,27.19,4.52,1.71,15.85,""
"1317",654,2020,11,2020-11-02,"AQUE",15,1,6.99,0.98,0.1402,2261,32.66,5.67,1.08,30.27,"Some of the algae stuck to the bottom of the weigh boat in dryer and could not be scraped off and ground properly!"
"1318",654,2020,11,2020-11-02,"AQUE",15,2,6.99,0.98,0.1402,2242,33.51,6.01,1.09,30.79,""
"1319",655,2020,11,2020-11-04,"MOHK",15,1,6.95,0.85,0.122302,2104,30.95,5.46,1.7,18.21,""
"1320",655,2020,11,2020-11-04,"MOHK",15,2,6.95,0.85,0.122302,2006,30.43,5.18,1.83,16.65,""
"1321",656,2020,11,2020-11-04,"ABUR",15,1,5.48,0.62,0.113139,2231,30.33,5.31,1.48,20.5,""
"1322",656,2020,11,2020-11-04,"ABUR",15,2,5.48,0.62,0.113139,2270,29.86,5.26,1.39,21.47,""
"1323",657,2020,12,2020-12-03,"MOHK",15,1,5.99,0.65,0.108514,2039,27.52,4.75,2.07,13.32,""
"1324",657,2020,12,2020-12-03,"MOHK",15,2,5.99,0.65,0.108514,2165,28.08,4.76,2.12,13.24,""
"1325",658,2020,12,2020-12-04,"AQUE",15,1,7.08,0.78,0.110169,2179,26.65,3.9,2.1,12.68,""
"1326",658,2020,12,2020-12-04,"AQUE",15,2,7.08,0.78,0.110169,2121,26.9,4.43,2.19,12.28,""
"1327",659,2020,12,2020-12-04,"ABUR",15,1,5.28,0.55,0.104167,2188,28.04,4.81,1.6,17.49,""
"1328",659,2020,12,2020-12-04,"ABUR",15,2,5.28,0.55,0.104167,2328,28.39,4.88,1.63,17.46,""
"1329",660,2021,1,2021-01-06,"AQUE",15,1,7.44,0.91,0.122312,2341,27.71,4.77,2.14,12.93,""
"1330",660,2021,1,2021-01-06,"AQUE",15,2,7.44,0.91,0.122312,2261,26.95,4.7,2.15,12.51,""
"1331",661,2021,1,2021-01-12,"MOHK",15,1,6.63,0.71,0.107089,2696,26.6,4.45,2.72,9.78,""
"1332",661,2021,1,2021-01-12,"MOHK",15,2,6.63,0.71,0.107089,2579,26.18,4.45,2.71,9.65,""
"1333",662,2021,1,2021-01-12,"ABUR",15,1,5.78,0.75,0.129758,2400,30.12,5.39,2.13,14.11,""
"1334",662,2021,1,2021-01-12,"ABUR",15,2,5.78,0.75,0.129758,2121,30.27,5.5,2.15,14.1,""
